city,province,latitude,longitude
lantu,eastern cape,-31.877463,27.402847
lapesini,eastern cape,-31.666072,26.976959
lappiesbaai,western cape,-34.371149,21.433371
lappies bay,western cape,-34.371149,21.433371
la rochelle,free state,-29.990349,26.707453
larochelle,eastern cape,-31.95319,26.42722
lasfontein,free state,-29.797605,25.941953
laudina,western cape,-33.692375,22.95903
laudium,gauteng,-25.787024,28.103862
laughing waters,eastern cape,-33.308536,23.454002
lavender hill,western cape,-34.073458,18.486572
lavenir,gauteng,-25.65,28.333333
laversburg,gauteng,-26.429483,28.495078
lavinia,eastern cape,-31.65214,26.923401
lawley,gauteng,-26.386026,27.813287
lawley south,gauteng,-26.4,27.816667
lawudini,eastern cape,-31.766667,27.75
laxey,north west,-26.725478,23.159792
leachbaai,eastern cape,-33.066667,27.866667
leach bay,eastern cape,-33.066667,27.866667
leaches bay,eastern cape,-33.066667,27.866667
lead mine,north west,-25.806336,26.460596
leandra,mpumalanga,-26.371657,28.91764
lebaleng,limpopo,-24.966667,29.766667
lebaleng,north west,-25.539444,28.081389
leboeng,limpopo,-24.501824,30.658927
leboneng,north west,-25.363413,28.265768
lebonkeng,north west,-27.001832,23.923896
lebotlwane,north west,-25.049283,27.932002
lebowakgomo,limpopo,-24.2,29.5
le bron,eastern cape,-30.939736,26.304103
lebu,limpopo,-23.106159,28.745469
ledig,north west,-25.352224,27.042023
ledingwe,limpopo,-24.320461,30.071907
leeds,north west,-26.464668,23.194458
leeu bos,northern cape,-26.70903,20.113796
leeudoringstad,north west,-27.23712,26.235139
leeudrif,north west,-26.454608,27.542826
leeufontein,free state,-29.11434,26.905627
leeu-gamka,western cape,-32.774232,21.978599
leeukloof,northern cape,-30.916667,21.1
leeukop,eastern cape,-30.741085,26.207803
leeukop,north west,-25.65,27.633333
leeukraal-dos,gauteng,-25.35,28.3
leeukraal,north west,-25.281111,28.264722
leeukraal-oos,gauteng,-25.35,28.3
leeukuil,eastern cape,-31.733333,25.5
leeupoort,limpopo,-24.916507,27.731537
leeurivier,free state,-29.259691,27.207209
leeuspruit,free state,-30.332647,26.836156
leeuvlei,free state,-29.016667,25.866667
leeuwbosch,western cape,-33.940978,22.961193
leeuwdoornsstad,north west,-27.23712,26.235139
leeuwdoornstad,north west,-27.23712,26.235139
leeuwdrift,north west,-26.454608,27.542826
leeuwfontein,eastern cape,-31.297218,26.930734
leeuwfontein,gauteng,-25.671792,28.35983
leeuwfontein,limpopo,-24.996979,29.402272
leeuwkop,free state,-28.683333,24.983333
leeuwkop,eastern cape,-31.275419,26.801887
leeuwkraal,mpumalanga,-26.980666,29.561993
leeuwkraal,limpopo,-23.433333,29.716667
leeuwkuil,eastern cape,-31.44165,26.2997
leeuwkuil,mpumalanga,-24.983333,28.933333
leeuwkuil,north west,-25.233333,26.616667
leeuwpoort,free state,-29.814346,26.218539
leeuwpoort,limpopo,-24.916507,27.731537
leeuw rivier,free state,-29.259691,27.207209
leeuwvlei,free state,-29.016667,25.866667
leevdrift,eastern cape,-32.862332,26.304267
leevwkuil,mpumalanga,-24.983333,28.933333
lefanyane,limpopo,-23.655373,28.839927
lefaragatlhe,north west,-25.624497,27.200746
lefifi,mpumalanga,-25.083333,28.65
lefiso,limpopo,-24.934047,28.900646
lefiswane,mpumalanga,-24.968949,28.85172
legapane,limpopo,-24.735525,30.098709
legkraal,limpopo,-23.37092,29.559545
legobwe,limpopo,-24.25,29.95
legogolwe,north west,-25.090619,27.19908
legolaneng,limpopo,-24.967151,29.620927
legonyane,north west,-25.276676,27.778228
legotlhong,limpopo,-23.433676,29.168134
lehau,limpopo,-25.0525,28.467778
lehlakaneng,eastern cape,-30.48878,28.570356
lehlaka park,mpumalanga,-26.166561,29.197233
lehlakong,limpopo,-24.953608,29.888564
lehlangubu,eastern cape,-30.793097,28.541124
lehlohlong,limpopo,-23.533333,29.15
lehlohonola,eastern cape,-30.224566,28.882864
lehlohonolo,eastern cape,-30.224566,28.882864
lehlonono,eastern cape,-30.224566,28.882864
lehmansdrif,eastern cape,-31.907267,26.640832
lehwiting,mpumalanga,-24.7,30.75
leipoldtville,western cape,-32.22287,18.48097
leipoldville,western cape,-32.22287,18.48097
leisure crest,kwazulu natal,-31.016057,30.24572
lejakane,north west,-26.178081,23.675705
lekabi,free state,-27.016667,27.8
lekgophung,north west,-24.803599,26.011161
lekgwareng,eastern cape,-30.755856,28.43639
lekgwareng,limpopo,-24.316667,30.1
lekhalaneng,eastern cape,-30.433333,28.6
lekhalong,eastern cape,-30.385814,28.463775
lekhoba,eastern cape,-30.539236,28.507215
lekhureng,limpopo,-23.548626,28.92785
lekhuswaneng,limpopo,-24.333333,29.583333
lekiting,limpopo,-23.435933,28.902439
lekkerrus,north west,-25.802814,27.482756
lekkersing,northern cape,-29.003227,17.09322
lekkersing school,northern cape,-29.003227,17.09322
lek-lek,northern cape,-27.360592,23.967875
lekubu,north west,-25.386704,26.093896
lekurung,limpopo,-24.385901,29.640936
lekutung,north west,-25.145722,27.105844
leliefontein,northern cape,-30.314656,18.082778
lemaenfontein,eastern cape,-31.398565,26.812688
lemoendontein,eastern cape,-30.717051,26.917609
lemoenfontein,free state,-29.73317,26.399581
lemoenfontein,eastern cape,-32.754314,28.032451
lemoen hoek,free state,-29.361048,25.945238
lemoenkloof,free state,-29.733333,26.25
lemoenkloof,eastern cape,-31.01935,26.714466
lemoen kloof,eastern cape,-31.267853,25.611412
lemoenkloof,eastern cape,-31.481268,26.990976
lenasia,gauteng,-26.320516,27.835641
lenatong,north west,-25.133333,27.9
lengwelenowe,north west,-27.466667,23.633333
lenkwane,limpopo,-23.736954,28.613563
lennoxton,kwazulu natal,-27.771409,29.914503
lenotong,north west,-25.582968,27.170036
lenteland,gauteng,-26.578223,27.893563
lente,free state,-29.317026,25.717021
lentelus,eastern cape,-30.766701,26.939084
lentevlei,free state,-29.235524,26.220554
lenting,limpopo,-24.435951,29.520148
lenyenye,limpopo,-23.970561,30.269653
leokaneng,limpopo,-23.525396,29.027857
leonie,mpumalanga,-25.134444,28.433889
lepelfontein,northern cape,-31.05,17.833333
lepelfontein nedersetting,western cape,-31.043395,17.852013
lepelle,limpopo,-24.433333,30.6
lephong,limpopo,-24.712167,31.314891
leroro,mpumalanga,-24.616667,30.8
lerulaneng,north west,-25.520859,27.901511
lesetlheng,north west,-25.157054,27.126079
lesetse,limpopo,-24.35,30.033333
lesetsi,limpopo,-24.356228,29.711357
lesfontein,eastern cape,-31.567735,25.689702
leshoane,limpopo,-23.85,29.816667
leshwane,limpopo,-23.85,29.816667
leslie,mpumalanga,-26.367371,28.918896
lesobeng,north west,-25.0605,27.100675
le souvenir,western cape,-31.7,18.516667
lesseyton,eastern cape,-31.850315,26.777607
lesung,north west,-25.518634,27.370003
leswika,limpopo,-24.583333,29.466667
letaba estates,limpopo,-23.85606,30.276754
letaba,limpopo,-23.9,30.066667
lethakeng,north west,-25.152689,26.720243
lethola,north west,-27.55,24.766667
letlhokwaneng,limpopo,-24.325662,29.739721
letsapa,north west,-26.296044,25.293733
letselaskraal,free state,-28.55,28.316667
letsitele,limpopo,-23.882433,30.395344
letswatla,limpopo,-23.016027,28.704392
levubu,limpopo,-23.094889,30.290797
levubu-nedersetting,limpopo,-23.084069,30.286336
levubye,limpopo,-23.1,30.416667
lewisham,gauteng,-26.122451,27.814421
lewuswood,eastern cape,-33.254138,27.079342
leydsdorp,limpopo,-23.995438,30.520552
libani,free state,-29.305137,25.767775
libode,eastern cape,-31.543315,29.016396
lichtenburg,north west,-26.152004,26.159679
lidgetton,kwazulu natal,-29.440471,30.099969
liebendal,eastern cape,-31.717733,25.925149
liepsfontein,eastern cape,-31.013281,25.664148
lififi,mpumalanga,-25.083333,28.65
ligfontein,mpumalanga,-25.142766,30.945779
likamoreng,eastern cape,-30.266667,28.433333
likhetlane,eastern cape,-30.349059,28.514083
lilani,kwazulu natal,-29.116667,30.85
liliefontein,free state,-29.526971,25.966761
lillydale,limpopo,-24.86638,31.368928
lilydale,free state,-30.014101,25.956935
lily vale,eastern cape,-31.990616,26.952187
lilyvale,eastern cape,-33.016155,26.974978
limberg,limpopo,-23.801691,28.892082
limburg,limpopo,-23.801691,28.892082
lime acres,northern cape,-28.361965,23.469919
limehill,kwazulu natal,-28.435803,30.243906
limestone kraal,northern cape,-28.4,24.066667
limewell,northern cape,-28.840727,22.506137
linana,free state,-29.024823,27.098436
lincelles,free state,-30.033333,27.116667
lincoln york,limpopo,-23.049573,29.770632
lindani,limpopo,-24.783333,31.25
linden,free state,-29.18485,26.030226
linden,gauteng,-26.130879,27.996152
lindequesdrif,gauteng,-26.741433,27.577677
lindequesdrift,gauteng,-26.741433,27.577677
lindesdal,eastern cape,-31.817919,25.599156
lindini,eastern cape,-31.601693,28.716445
lindley,free state,-27.879096,27.91348
lindsay,eastern cape,-32.216667,28.15
linga longa,mpumalanga,-25.679214,31.291094
lingeni,eastern cape,-31.346826,29.64014
linkside,western cape,-34.18564,22.140655
linokana,north west,-25.45433,25.877115
linopeng,north west,-26.790961,23.350027
linopen,north west,-26.790961,23.350027
linotsing,eastern cape,-30.55597,28.597789
linton,limpopo,-22.392875,29.569899
lionelton,mpumalanga,-26.21167,28.895657
lismore,eastern cape,-31.604539,26.557907
little brak river,western cape,-34.08286,22.147628
little falls,gauteng,-26.119001,27.890826
liversedge,north west,-25.433333,26.233333
liviersrust,eastern cape,-31.1,26.666667
lixeni,eastern cape,-30.977353,28.54213
liyengweni,eastern cape,-30.633876,28.775901
llandudno,western cape,-34.009198,18.344159
lobatieng,north west,-25.173603,25.837812
lobotane,north west,-25.2,25.816667
lobutsane,north west,-27.140008,23.86053
locate van chune,limpopo,-24.183333,29.5
locate van m'phatele,limpopo,-24.333333,29.65
locatie van chune,limpopo,-24.183333,29.5
locatie van de knopneuzen,limpopo,-23.147881,30.559096
locatie van malietzie,limpopo,-23.733333,29.3
locatie van m'phatlele,limpopo,-24.333333,29.65
locatie van ramagoep,limpopo,-23.5,29.816667
locatie van tabaan,limpopo,-23.2,30.433333
location,northern cape,-29.333333,21.15
lochiel,mpumalanga,-26.140496,30.78274
lochlynne,western cape,-33.101283,19.450034
lochvaal,gauteng,-26.742633,27.69704
loch venus,western cape,-34.116667,18.383333
locke moore,eastern cape,-33.583333,26.75
lockshoek,free state,-29.162467,26.031336
lockwood hall,kwazulu natal,-30.150793,30.255886
loding,mpumalanga,-25.10663,28.763505
loerie,eastern cape,-33.87256,25.030801
loeriesfontein,northern cape,-30.953935,19.443363
loeuwfontein,free state,-29.765882,26.490932
logabate,north west,-27.166294,23.415026
logabati,north west,-27.166294,23.415026
logagane,north west,-25.817211,24.885251
logaganeng,north west,-27.345155,23.585624
logageng,north west,-25.940627,24.692816
logaging,north west,-25.940627,24.692816
logaring,north west,-25.940627,24.692816
logobate location,north west,-27.166294,23.415026
logobate,north west,-27.166294,23.415026
lohatla,northern cape,-28.05,23.05
lohatlha,northern cape,-28.05,23.05
lokaleng,north west,-25.77598,25.533188
lokammona,north west,-27.587744,24.652821
lokapane,north west,-26.958478,23.653217
lokasie,eastern cape,-31.466667,27.35
lokihakane,north west,-27.279296,23.472253
lokishini,eastern cape,-30.853447,28.496802
lokung,north west,-25.79092,25.467738
lomatimond,mpumalanga,-25.63661,31.788546
lombardskop settlement,kwazulu natal,-28.55,29.966667
lombards post,eastern cape,-33.549032,26.696546
lombardy east,gauteng,-26.118323,28.124729
lombardy,eastern cape,-31.707578,26.320385
lomondo location,limpopo,-23.01076,30.372539
lonalis,free state,-29.159401,25.797375
lonci,eastern cape,-30.814633,28.971159
london,mpumalanga,-24.766667,30.866667
london,limpopo,-24.302623,30.572504
lonely,eastern cape,-31.738201,25.646489
lone star texas,north west,-25.733333,27.9
lone tree,eastern cape,-32.816608,28.086675
longaneng,north west,-27.628313,24.944278
longden,eastern cape,-31.316667,28.333333
longdens,eastern cape,-31.316667,28.333333
longhirst,north west,-26.852414,23.571783
longhurst,north west,-26.852414,23.571783
longlands,kwazulu natal,-30.059225,30.194144
longlands,eastern cape,-31.316667,28.333333
longlands,northern cape,-28.458502,24.349902
longlead,free state,-30.020812,26.885284
longlee,eastern cape,-33.465895,26.04905
longmore,eastern cape,-33.856335,25.113391
longsight,mpumalanga,-24.690051,30.497187
longsought,eastern cape,-30.578229,27.181797
lonsdale,limpopo,-23.614011,29.16023
loodmyn,limpopo,-23.133333,28.716667
lookout,eastern cape,-31.857437,28.103434
loopeng,north west,-26.796759,23.394611
loopspruit,limpopo,-24.666667,29.75
lopende river,western cape,-33.475289,22.760409
lopenderivier,western cape,-33.475289,22.760409
lophalaphala,north west,-27.322925,23.393561
loququeni,eastern cape,-31.437705,29.53046
lorraine,eastern cape,-33.967234,25.515454
lorraine,limpopo,-24.216667,30.433333
losasaneno,north west,-28.023955,24.530752
loskop,kwazulu natal,-28.933333,29.616667
loskop,eastern cape,-30.858122,26.840756
losmytjerrie,north west,-24.928118,26.677397
lota,eastern cape,-31.865307,28.338568
lotana,eastern cape,-31.280415,28.92558
lothair,mpumalanga,-26.38939,30.435264
lothakane,northern cape,-27.833333,23.183333
lothiakane,north west,-26.018251,25.636712
lothlakane,north west,-26.018251,25.636712
lothlakeng,north west,-26.966667,23.25
lothlaken,north west,-26.966667,23.25
lotihakeng,north west,-27.283333,23.333333
lotlaken,north west,-26.966667,23.25
lotlakin,north west,-27.283333,23.333333
lotlapa,north west,-26.816486,23.870035
lotlhakane,north west,-26.018251,25.636712
lotlhakeng,north west,-26.966667,23.25
lotlhogori,north west,-26.024244,25.573807
lottering,eastern cape,-33.966567,23.734774
lotus river,western cape,-34.037828,18.517059
loubsersrus,north west,-24.835928,26.429377
louden,eastern cape,-31.015362,28.469131
louidale,eastern cape,-32.772592,26.833979
louis botha,eastern cape,-30.916667,26.133333
louisdal,north west,-26.249185,25.475939
louisiana,kwazulu natal,-30.685842,30.460402
louis trichardt,limpopo,-23.043853,29.90319
louisvale,northern cape,-28.577898,21.197211
loumarina,gauteng,-26.15,27.65
louraine,limpopo,-23.026601,29.855773
lourdes,eastern cape,-30.199223,29.683724
lourensa,free state,-30.343115,26.39452
louretha,northern cape,-29.789781,22.416093
louterwater,eastern cape,-33.800087,23.663818
louwbosch coloured settlement,northern cape,-26.70903,20.113796
louwbos coloured settlement,northern cape,-26.70903,20.113796
louwna,north west,-26.902785,24.151169
louwsburg,kwazulu natal,-27.578571,31.289403
louw's creek,mpumalanga,-25.642165,31.291224
louwsrust,eastern cape,-31.017677,26.678553
louwsrust,northern cape,-29.852887,21.007923
lovat,kwazulu natal,-30.566667,30.116667
lovedale college,eastern cape,-32.772592,26.833979
lovedale,free state,-29.235948,27.080188
love dale,eastern cape,-31.663601,26.216539
lovedale,eastern cape,-32.772592,26.833979
lovedale,northern cape,-29.213575,22.140518
lovemore,limpopo,-23.097925,29.856184
lovemore park,eastern cape,-34.015439,25.527133
lovodale,kwazulu natal,-29.878392,30.425514
lower bolotwa,eastern cape,-31.848,28.274389
lower cala,eastern cape,-31.51785,27.622598
lower culunca,eastern cape,-31.144209,28.728686
lower didimana,eastern cape,-32.1,26.583333
lower dikgatlhong,northern cape,-27.104064,22.936469
lower dikgatlon,northern cape,-27.104064,22.936469
lower elucwecwe,eastern cape,-31.734702,27.881401
lower flucwecwe,eastern cape,-31.7,27.883333
lower gqobonco,eastern cape,-31.607403,28.257022
lower gqubonco,eastern cape,-31.607403,28.257022
lower gretna,eastern cape,-31.529877,26.635669
lower gubonco,eastern cape,-31.607403,28.257022
lower mayeakgoro,north west,-27.776547,24.661646
lower mcambalala,eastern cape,-31.847693,27.491816
lower mdumbi,eastern cape,-31.770711,28.998245
lower mkata,eastern cape,-31.371894,29.399997
lower mkate,eastern cape,-31.371894,29.399997
lower mnyolo,eastern cape,-31.584993,28.284314
lower mtingwevu,eastern cape,-31.740452,27.596675
lower mvemyana,eastern cape,-30.695315,29.113703
lower mvenyane,eastern cape,-30.695315,29.113703
lower-ngqwara,eastern cape,-31.79966,28.779316
lower qoha,eastern cape,-32.314992,28.29599
lower qora,eastern cape,-32.314992,28.29599
lower rabula,eastern cape,-32.766667,27.15
lower rainy,eastern cape,-31.793718,29.1631
lower sabelele,eastern cape,-32.117363,27.437439
lower tsitana,eastern cape,-30.882346,28.360332
lower tsitsana,eastern cape,-30.874995,28.341743
lower tyira,eastern cape,-31.179965,28.811404
lower tyola,eastern cape,-31.94892,28.76603
lower tyolo,eastern cape,-31.94892,28.76603
lower wolf river,eastern cape,-32.71852,27.099263
lower xangora,eastern cape,-31.65436,28.400103
lowlands,free state,-29.273349,26.10042
lowlands,eastern cape,-31.914478,25.506492
loxton,northern cape,-31.477644,22.352318
loxtonvale,northern cape,-28.709883,20.879537
lubacweni,eastern cape,-30.90265,29.016033
lubaleko,eastern cape,-30.183333,28.983333
lubalekweni,eastern cape,-31.850454,28.737806
lubanzi,eastern cape,-31.438544,29.069444
lubisi,eastern cape,-31.583547,27.98894
lubisini,eastern cape,-30.545726,28.476928
lubomnini,eastern cape,-32.2,28.566667
lubomvini,eastern cape,-32.197017,28.572849
lucerna,eastern cape,-33.942966,24.318644
lucernedale,eastern cape,-31.470337,25.606957
lucerne,kwazulu natal,-28.925725,30.740069
lucernvlei,free state,-29.704738,26.563434
luckau,mpumalanga,-25,28.633333
luckhoff,free state,-29.750235,24.787943
lucwecwe,eastern cape,-31.734702,27.881401
ludadasi,eastern cape,-31.650097,29.286978
ludaka,eastern cape,-31.843036,29.190669
ludakeni,eastern cape,-31.443325,27.624307
ludalasi,eastern cape,-31.650097,29.286978
ludeka,eastern cape,-30.816077,29.720257
ludeke,eastern cape,-30.816077,29.720257
luderitzbucht,eastern cape,-31.101925,26.064199
ludiza,eastern cape,-32.15,28.616667
